Geneid	Length	1kcell	dome1	dome2
ENSDARG00000106953	117	0	0	0
ENSDARG00000032218	4425	26	16	32
ENSDARG00000013000	6610	0	4	2
ENSDARG00000096999	1137	0	0	0
ENSDARG00000095571	661	0	0	0
ENSDARG00000012729	5157	10	6	22
ENSDARG00000055360	898	18	40	44
ENSDARG00000061951	11325	218	186	276
ENSDARG00000010454	2310	2	0	0
ENSDARG00000021579	1671	20	6	20
ENSDARG00000021595	2519	0	0	0
ENSDARG00000007523	5497	97	113	238
ENSDARG00000045490	1095	12	10	42
ENSDARG00000018111	3009	29	15	23
ENSDARG00000034300	2580	0	0	0
ENSDARG00000032639	1880	0	0	0
ENSDARG00000021647	2431	0	4	18
ENSDARG00000016010	2957	234	216	347
ENSDARG00000021590	3865	2	0	0
ENSDARG00000045493	1354	82	88	105
ENSDARG00000094023	484	0	0	0
ENSDARG00000033443	3244	176	182	280
ENSDARG00000107032	486	0	0	0
ENSDARG00000076044	7884	4	8	8
ENSDARG00000108552	117	0	0	0
ENSDARG00000108019	117	0	0	0
ENSDARG00000084043	136	0	0	0
ENSDARG00000107231	195	0	0	0
ENSDARG00000062013	5951	0	0	0
ENSDARG00000084741	115	0	0	0
ENSDARG00000011769	2093	0	8	18
ENSDARG00000107700	452	0	0	0
ENSDARG00000022187	4927	8	0	6
ENSDARG00000002131	3784	0	4	2
ENSDARG00000105905	1132	0	0	2
ENSDARG00000107893	1364	0	0	0
ENSDARG00000016526	5568	0	225	363
ENSDARG00000045513	3275	246	105	177
ENSDARG00000045514	1039	110	54	136
ENSDARG00000045515	1971	76	36	84
ENSDARG00000045516	3410	4	0	4
ENSDARG00000045517	5234	0	0	0
ENSDARG00000045518	1846	59	21	26
ENSDARG00000045519	7231	0	0	0
ENSDARG00000034173	5119	0	0	0
ENSDARG00000001953	4187	2	18	20
ENSDARG00000031346	1844	190	242	388
ENSDARG00000069311	1235	0	0	0
ENSDARG00000045522	3374	1	0	0
ENSDARG00000089159	2261	17	20	33
ENSDARG00000069292	1690	1	0	0
ENSDARG00000088524	3190	0	0	1
ENSDARG00000033413	2609	14	0	1
ENSDARG00000045524	5622	0	0	0
ENSDARG00000045525	3510	48	116	246
ENSDARG00000042469	494	0	0	1
ENSDARG00000045527	3079	20	28	34
ENSDARG00000107892	117	0	0	0
ENSDARG00000045528	7149	114	68	90
ENSDARG00000075215	3283	68	20	58
ENSDARG00000069261	1419	0	0	0
ENSDARG00000097579	339	0	0	0
ENSDARG00000089861	3126	412	219	374
ENSDARG00000089908	3007	20	10	32
ENSDARG00000032627	6520	242	234	292
ENSDARG00000069244	2152	20	12	10
ENSDARG00000045530	2480	6	2	0
ENSDARG00000097326	597	0	0	0
ENSDARG00000107325	217	0	0	0
ENSDARG00000098221	5575	0	93	109
ENSDARG00000073766	2187	0	0	0
ENSDARG00000078749	2847	0	0	0
ENSDARG00000083413	118	0	0	0
ENSDARG00000108344	3263	0	0	0
ENSDARG00000099850	7946	35	8	2
ENSDARG00000107462	116	0	0	0
ENSDARG00000041205	2116	0	0	0
ENSDARG00000029071	1545	80	18	19
ENSDARG00000041199	1933	10	0	0
ENSDARG00000024306	4961	166	230	312
ENSDARG00000013596	6202	16	59	83
ENSDARG00000084471	125	0	0	0
ENSDARG00000069160	2417	0	0	0
ENSDARG00000045510	3516	18	21	35
ENSDARG00000069169	2319	32	3	34
ENSDARG00000069171	4708	0	0	2
ENSDARG00000069185	11665	0	12	42
ENSDARG00000043734	1833	82	27	41
ENSDARG00000096207	586	0	0	0
ENSDARG00000096045	2022	2	0	2
ENSDARG00000014941	1049	2	10	8
ENSDARG00000053917	2019	9	2	8
ENSDARG00000075820	3143	0	0	0
ENSDARG00000096007	4341	6	131	196
ENSDARG00000076272	2285	4	173	229
ENSDARG00000096034	645	0	0	0
ENSDARG00000077488	2826	0	0	2
ENSDARG00000104584	1383	2	11	15
ENSDARG00000104281	3518	0	6	12
ENSDARG00000098930	73	0	0	0
ENSDARG00000086116	81	0	0	0
ENSDARG00000089555	82	0	0	0
ENSDARG00000103513	73	0	0	0
ENSDARG00000089671	81	0	0	0
ENSDARG00000091671	82	0	0	0
ENSDARG00000102547	73	0	0	0
ENSDARG00000090755	81	0	0	0
ENSDARG00000089867	82	0	0	0
ENSDARG00000098606	73	0	0	0
ENSDARG00000098352	81	0	0	0
ENSDARG00000099040	82	0	0	0
ENSDARG00000101013	73	0	0	0
ENSDARG00000088395	81	0	0	0
ENSDARG00000087942	82	0	0	1
ENSDARG00000100675	73	0	0	0
ENSDARG00000087171	81	0	0	0
ENSDARG00000104140	82	0	0	0
ENSDARG00000091664	81	0	0	0
ENSDARG00000101016	82	0	0	0
ENSDARG00000102876	73	0	0	0
ENSDARG00000088076	81	0	0	0
ENSDARG00000101837	73	0	0	0
ENSDARG00000104209	81	0	0	0
ENSDARG00000098830	82	0	0	0
ENSDARG00000104671	73	0	0	0
ENSDARG00000086436	81	0	0	0
ENSDARG00000104044	82	0	0	0
ENSDARG00000100393	73	0	0	0
ENSDARG00000090397	81	0	0	0
ENSDARG00000104627	73	0	0	0
ENSDARG00000091115	81	0	0	0
ENSDARG00000103729	82	0	0	0
ENSDARG00000098704	73	0	0	0
ENSDARG00000091423	81	0	0	0
ENSDARG00000102954	82	0	0	0
ENSDARG00000087609	81	0	0	0
ENSDARG00000101466	82	0	0	0
ENSDARG00000101496	73	0	0	0
ENSDARG00000087964	81	0	0	0
ENSDARG00000098833	73	0	0	0
ENSDARG00000088093	81	0	0	0
ENSDARG00000099490	82	0	0	0
ENSDARG00000099472	73	0	0	0
ENSDARG00000086081	81	0	0	0
ENSDARG00000086968	82	0	1	0
ENSDARG00000103803	73	0	0	0
ENSDARG00000098446	81	0	0	0
ENSDARG00000103698	82	0	0	0
ENSDARG00000099310	73	0	0	2
ENSDARG00000089613	81	0	0	0
ENSDARG00000090085	82	0	0	0
ENSDARG00000100490	73	0	0	0
ENSDARG00000090983	81	0	0	0
ENSDARG00000074009	2693	2	38	68
ENSDARG00000089318	3761	0	0	0
ENSDARG00000079222	1428	8	65	102
ENSDARG00000088214	2463	32	61	95
ENSDARG00000101488	453	0	0	0
ENSDARG00000070203	1209	0	0	0
ENSDARG00000099486	4256	0	117	132
ENSDARG00000023036	1956	73	45	113
ENSDARG00000106707	889	6	0	0
ENSDARG00000101782	3667	8	20	43
ENSDARG00000097728	1093	0	0	0
ENSDARG00000108371	782	0	0	2
ENSDARG00000104041	6816	7	200	347
ENSDARG00000094824	1218	0	0	0
ENSDARG00000096684	485	0	0	0
ENSDARG00000107918	1395	0	0	0
ENSDARG00000101105	6119	4	21	44
ENSDARG00000076054	6051	6	89	129
ENSDARG00000099043	1890	4	2	6
ENSDARG00000099224	2190	0	6	3
ENSDARG00000101492	2690	10	46	94
ENSDARG00000109180	1120	0	0	4
ENSDARG00000088082	3679	0	0	0
ENSDARG00000091381	6317	0	0	2
ENSDARG00000100661	3726	30	4	30
ENSDARG00000093489	3036	10	4	21
ENSDARG00000104762	4903	2	65	100
ENSDARG00000096063	420	0	0	0
ENSDARG00000093831	2371	12	10	45
ENSDARG00000104750	2232	4	29	52
ENSDARG00000092140	586	0	0	0
ENSDARG00000094903	951	0	0	0
ENSDARG00000106744	6497	0	8	20
ENSDARG00000093361	1489	0	8	4
ENSDARG00000094147	5253	0	3	4
ENSDARG00000101091	2475	3	6	22
ENSDARG00000092968	1427	6	5	2
ENSDARG00000088870	5485	0	0	0
ENSDARG00000043792	2989	0	0	0
ENSDARG00000108687	5859	1	8	24
ENSDARG00000089582	3757	0	0	0
ENSDARG00000099440	854	0	0	0
ENSDARG00000101460	3368	2	7	9
ENSDARG00000099837	2870	5	15	32
ENSDARG00000101497	242	0	0	1
ENSDARG00000100142	1455	2	2	16
ENSDARG00000103471	1956	0	50	113
ENSDARG00000104239	453	0	0	0
ENSDARG00000103202	423	0	0	0
ENSDARG00000102799	5133	10	21	30
ENSDARG00000098876	1980	2	0	4
ENSDARG00000098190	786	0	0	0
ENSDARG00000104074	1614	0	31	14
ENSDARG00000106199	1309	0	2	2
ENSDARG00000107920	878	0	0	0
ENSDARG00000103047	2643	0	16	35
ENSDARG00000106778	2151	0	0	0
ENSDARG00000101149	1059	0	0	2
ENSDARG00000107562	1628	0	12	63
ENSDARG00000101202	826	0	2	0
ENSDARG00000104741	3070	0	6	19
ENSDARG00000101278	1513	8	28	24
ENSDARG00000101775	1133	0	1	10
ENSDARG00000098115	3353	0	0	0
ENSDARG00000102484	66	0	0	0
ENSDARG00000103233	149	0	0	0
ENSDARG00000082790	164	0	0	0
ENSDARG00000103901	164	0	0	0
ENSDARG00000104604	3863	0	70	91
ENSDARG00000101699	164	0	0	0
ENSDARG00000103090	164	0	0	0
ENSDARG00000098229	164	0	0	0
ENSDARG00000104673	164	0	0	0
ENSDARG00000102629	164	0	0	0
ENSDARG00000100205	164	0	0	0
ENSDARG00000100064	164	0	0	0
ENSDARG00000098285	164	0	0	0
ENSDARG00000102988	164	0	0	0
ENSDARG00000100676	164	0	0	0
ENSDARG00000099369	164	0	0	0
ENSDARG00000103116	164	0	0	0
ENSDARG00000103877	164	0	0	0
ENSDARG00000103593	164	0	0	0
ENSDARG00000105149	164	0	0	0
ENSDARG00000098504	164	0	0	0
ENSDARG00000103363	164	0	0	0
ENSDARG00000105025	164	0	0	0
ENSDARG00000101811	164	0	0	0
ENSDARG00000101068	164	0	0	0
ENSDARG00000098381	164	0	0	0
ENSDARG00000103084	164	0	0	0
ENSDARG00000103182	164	0	0	0
ENSDARG00000101610	164	0	0	0
ENSDARG00000100286	164	0	0	0
ENSDARG00000099649	164	0	0	0
ENSDARG00000101573	164	0	0	0
ENSDARG00000098388	164	0	0	0
ENSDARG00000099013	164	0	0	0
ENSDARG00000102597	164	0	0	0
ENSDARG00000103881	164	0	0	0
ENSDARG00000098517	164	0	0	0
ENSDARG00000099210	164	0	0	0
ENSDARG00000099360	164	0	0	0
ENSDARG00000104610	164	0	0	0
ENSDARG00000099288	164	0	0	0
ENSDARG00000098340	150	0	0	0
ENSDARG00000101374	3378	0	0	0
ENSDARG00000103741	2749	0	19	49
ENSDARG00000101548	1392	2	8	6
ENSDARG00000099699	1668	0	0	0
ENSDARG00000102771	1302	0	6	9
ENSDARG00000087567	107	0	0	0
ENSDARG00000091097	107	0	0	0
ENSDARG00000086208	107	0	0	0
ENSDARG00000089178	107	0	0	0
ENSDARG00000087240	107	0	0	0
ENSDARG00000088770	107	0	0	0
ENSDARG00000091447	107	0	0	0
ENSDARG00000086438	107	0	0	0
ENSDARG00000091787	107	0	0	0
ENSDARG00000103620	107	0	0	0
ENSDARG00000102768	107	0	0	0
ENSDARG00000105138	107	0	0	0
ENSDARG00000099157	107	0	0	0
ENSDARG00000103611	107	0	0	0
ENSDARG00000102821	107	0	0	0
ENSDARG00000098210	107	0	0	0
ENSDARG00000100418	107	0	0	0
ENSDARG00000101608	107	0	0	0
ENSDARG00000103005	107	0	0	0
ENSDARG00000099713	107	0	0	0
ENSDARG00000099166	107	0	0	0
ENSDARG00000104236	107	0	0	0
ENSDARG00000105026	107	0	0	0
ENSDARG00000104757	107	0	0	0
ENSDARG00000100016	107	0	0	0
ENSDARG00000098346	107	0	0	0
ENSDARG00000102562	107	0	0	0
ENSDARG00000101468	107	0	0	0
ENSDARG00000100895	107	0	0	0
ENSDARG00000091591	107	0	0	0
ENSDARG00000098773	107	0	0	0
ENSDARG00000104534	107	0	0	0
ENSDARG00000098559	107	0	0	0
ENSDARG00000101852	107	0	0	0
ENSDARG00000103061	107	0	0	0
ENSDARG00000100837	107	0	0	0
ENSDARG00000099212	107	0	0	0
ENSDARG00000090217	107	0	0	0
ENSDARG00000099977	107	0	0	0
ENSDARG00000104405	107	0	0	0
ENSDARG00000091565	107	0	0	0
ENSDARG00000099029	107	0	0	0
ENSDARG00000103258	107	0	0	0
ENSDARG00000103633	107	0	0	0
ENSDARG00000099853	107	0	0	0
ENSDARG00000102739	107	0	0	0
ENSDARG00000087590	107	0	0	0
ENSDARG00000088135	107	0	0	0
ENSDARG00000089430	107	0	0	0
ENSDARG00000086967	107	0	0	0
ENSDARG00000104827	107	0	0	0
ENSDARG00000102205	107	0	0	0
ENSDARG00000088580	107	0	0	0
ENSDARG00000088270	107	0	0	0
ENSDARG00000088448	107	0	0	0
ENSDARG00000090205	107	0	0	0
ENSDARG00000089857	107	0	0	0
ENSDARG00000090825	107	0	0	0
ENSDARG00000090678	107	0	0	0
ENSDARG00000099567	69	0	0	0
ENSDARG00000082006	156	0	0	0
ENSDARG00000080902	164	0	0	0
ENSDARG00000100187	149	0	0	0
ENSDARG00000106621	3522	0	2	0
ENSDARG00000105961	785	0	0	0
ENSDARG00000108069	785	0	0	1
ENSDARG00000106806	840	0	0	0
ENSDARG00000100479	3095	4	49	54
ENSDARG00000105132	149	0	0	0
ENSDARG00000098953	164	0	0	0
ENSDARG00000104680	164	0	0	0
ENSDARG00000104599	164	0	0	0
ENSDARG00000103269	164	0	0	0
ENSDARG00000103291	164	0	0	0
ENSDARG00000101287	164	0	0	0
ENSDARG00000103561	164	0	0	0
ENSDARG00000101529	164	0	0	0
ENSDARG00000103374	164	0	0	0
ENSDARG00000104452	164	0	0	0
ENSDARG00000098055	164	0	0	0
ENSDARG00000103421	164	0	0	0
ENSDARG00000104646	164	0	0	0
ENSDARG00000100713	164	0	0	0
ENSDARG00000101003	164	0	0	0
ENSDARG00000103448	164	0	0	0
ENSDARG00000102685	164	0	0	0
ENSDARG00000098891	164	0	0	0
ENSDARG00000104509	164	0	0	0
ENSDARG00000099879	164	0	0	0
ENSDARG00000103931	164	0	0	0
ENSDARG00000102351	164	0	0	0
ENSDARG00000098143	1136	0	0	0
ENSDARG00000099444	1588	6	6	7
ENSDARG00000104064	4244	0	2	0
ENSDARG00000099603	706	0	0	0
ENSDARG00000099681	3844	0	9	14
ENSDARG00000104211	315	0	0	0
ENSDARG00000101103	1308	0	2	1
ENSDARG00000106310	344	0	0	0
ENSDARG00000107856	176	0	0	0
ENSDARG00000103998	3198	0	0	0
ENSDARG00000103229	4936	0	1	0
ENSDARG00000103143	5603	0	1	2
ENSDARG00000100061	4204	0	0	0
ENSDARG00000102603	57	0	0	0
ENSDARG00000100800	57	0	0	0
ENSDARG00000107299	154	0	0	0
ENSDARG00000104412	4379	0	0	4
ENSDARG00000100632	756	0	5	1
ENSDARG00000101475	311	0	0	0
ENSDARG00000109027	1076	0	0	0
ENSDARG00000101962	651	0	0	2
ENSDARG00000102008	2404	0	52	104
ENSDARG00000100793	2591	2	6	21
ENSDARG00000103879	2765	0	40	98
ENSDARG00000083105	164	0	0	0
ENSDARG00000083527	149	0	0	0
ENSDARG00000084499	102	0	0	0
ENSDARG00000090739	107	0	0	0
ENSDARG00000089542	107	0	0	0
ENSDARG00000088992	107	0	0	0
ENSDARG00000086962	107	0	0	0
ENSDARG00000102527	107	0	0	0
ENSDARG00000101151	107	0	0	0
ENSDARG00000103062	107	0	0	0
ENSDARG00000104513	107	0	0	0
ENSDARG00000104245	107	0	0	0
ENSDARG00000098819	107	0	0	0
ENSDARG00000101177	107	0	0	0
ENSDARG00000101396	107	0	0	0
ENSDARG00000098276	107	0	0	0
ENSDARG00000101276	107	0	0	0
ENSDARG00000103895	107	0	0	0
ENSDARG00000105168	107	0	0	0
ENSDARG00000100526	107	0	0	0
ENSDARG00000099696	107	0	0	0
ENSDARG00000100720	107	0	0	0
ENSDARG00000102196	107	0	0	0
ENSDARG00000101639	107	0	0	0
ENSDARG00000102323	107	0	0	0
ENSDARG00000102971	107	0	0	0
ENSDARG00000102137	107	0	0	0
ENSDARG00000098797	107	0	0	0
ENSDARG00000101905	107	0	0	0
ENSDARG00000102293	107	0	0	0
ENSDARG00000101739	107	0	0	0
ENSDARG00000099862	107	0	0	0
ENSDARG00000102384	107	0	0	0
ENSDARG00000102222	107	0	0	0
ENSDARG00000102801	107	0	0	0
ENSDARG00000101001	107	0	0	0
ENSDARG00000099286	107	0	0	0
ENSDARG00000100974	107	0	0	0
ENSDARG00000101698	107	0	0	0
ENSDARG00000091165	107	0	0	0
ENSDARG00000098728	107	0	0	0
ENSDARG00000088265	107	0	0	0
ENSDARG00000091645	107	0	0	0
ENSDARG00000104954	107	0	0	0
ENSDARG00000101550	107	0	0	0
ENSDARG00000099110	107	0	0	0
ENSDARG00000099826	107	0	0	0
ENSDARG00000104736	107	0	0	0
ENSDARG00000104612	107	0	0	0
ENSDARG00000103171	107	0	0	0
ENSDARG00000102816	107	0	0	0
ENSDARG00000099135	107	0	0	0
ENSDARG00000099489	107	0	0	0
ENSDARG00000102523	107	0	0	0
ENSDARG00000101875	107	0	0	0
ENSDARG00000098322	107	0	0	0
ENSDARG00000099998	107	0	0	0
ENSDARG00000104923	107	0	0	0
ENSDARG00000102663	107	0	0	0
ENSDARG00000100228	107	0	0	0
ENSDARG00000100763	107	0	0	0
ENSDARG00000101015	107	0	0	0
ENSDARG00000101329	107	0	0	0
ENSDARG00000083250	164	0	0	0
ENSDARG00000080138	149	0	0	0
ENSDARG00000084727	102	0	0	0
ENSDARG00000088578	107	0	0	0
ENSDARG00000088104	107	0	0	0
ENSDARG00000086803	107	0	0	0
ENSDARG00000091694	107	0	0	0
ENSDARG00000087725	107	0	0	0
ENSDARG00000091333	107	0	0	0
ENSDARG00000088006	107	0	0	0
ENSDARG00000087006	107	0	0	0
ENSDARG00000087792	107	0	0	0
ENSDARG00000087259	107	0	0	0
ENSDARG00000089662	107	0	0	0
ENSDARG00000090306	107	0	0	0
ENSDARG00000089788	107	0	0	0
ENSDARG00000086466	107	0	0	0
ENSDARG00000090509	107	0	0	0
ENSDARG00000086488	107	0	0	0
ENSDARG00000090221	107	0	0	0
ENSDARG00000091263	107	0	0	0
ENSDARG00000087795	107	0	0	0
ENSDARG00000087480	107	0	0	0
ENSDARG00000088243	107	0	0	0
ENSDARG00000090950	107	0	0	0
ENSDARG00000087300	107	0	0	0
ENSDARG00000086134	107	0	0	0
ENSDARG00000088784	107	0	0	0
ENSDARG00000086065	107	0	0	0
ENSDARG00000087794	107	0	0	0
ENSDARG00000089166	107	0	0	0
ENSDARG00000086794	107	0	0	0
ENSDARG00000087409	107	0	0	0
ENSDARG00000087106	107	0	0	0
ENSDARG00000087637	107	0	0	0
ENSDARG00000087738	107	0	0	0
ENSDARG00000088175	107	0	0	0
ENSDARG00000086285	107	0	0	0
ENSDARG00000090800	107	0	0	0
ENSDARG00000087553	107	0	0	0
ENSDARG00000091360	107	0	0	0
ENSDARG00000090862	107	0	0	0
ENSDARG00000089807	107	0	0	0
ENSDARG00000090790	107	0	0	0
ENSDARG00000090241	107	0	0	0
ENSDARG00000091675	107	0	0	0
ENSDARG00000091018	107	0	0	0
ENSDARG00000086741	107	0	0	0
ENSDARG00000090792	107	0	0	0
ENSDARG00000088370	107	0	0	0
ENSDARG00000086313	107	0	0	0
ENSDARG00000091344	107	0	0	0
ENSDARG00000087723	107	0	0	0
ENSDARG00000086981	107	0	0	0
ENSDARG00000087028	107	0	0	0
ENSDARG00000090154	107	0	0	0
ENSDARG00000086119	107	0	0	0
ENSDARG00000088211	107	0	0	0
ENSDARG00000089222	107	0	0	0
ENSDARG00000087969	107	0	0	0
ENSDARG00000089639	107	0	0	0
ENSDARG00000089261	107	0	0	0
ENSDARG00000090907	107	0	0	0
ENSDARG00000089496	107	0	0	0
ENSDARG00000089575	107	0	0	0
ENSDARG00000089234	107	0	0	0
ENSDARG00000088931	107	0	0	0
ENSDARG00000087385	107	0	0	0
ENSDARG00000089424	107	0	0	0
ENSDARG00000089133	107	0	0	0
ENSDARG00000091338	107	0	0	0
ENSDARG00000089482	107	0	0	0
ENSDARG00000088162	107	0	0	0
ENSDARG00000091255	107	0	0	0
ENSDARG00000088535	107	0	0	0
ENSDARG00000088387	107	0	0	0
ENSDARG00000091341	107	0	0	0
ENSDARG00000089783	107	0	0	0
ENSDARG00000087399	107	0	0	0
ENSDARG00000091204	107	0	0	0
ENSDARG00000087629	107	0	0	0
ENSDARG00000090388	107	0	0	0
ENSDARG00000088960	107	0	0	0
ENSDARG00000090010	107	0	0	0
ENSDARG00000091802	74	0	0	2
ENSDARG00000087735	107	0	0	0
ENSDARG00000090137	107	0	0	0
ENSDARG00000087242	74	0	0	0
ENSDARG00000107782	186	0	0	0
ENSDARG00000106172	4076	0	0	4
ENSDARG00000075731	1240	0	0	2
ENSDARG00000106730	1889	0	0	0
ENSDARG00000100277	1091	0	13	16
ENSDARG00000091746	4324	0	0	0
ENSDARG00000073915	2092	2	19	37
ENSDARG00000104371	119	0	0	0
ENSDARG00000107025	2534	0	9	30
ENSDARG00000095293	3546	0	0	0
ENSDARG00000090220	2758	2	165	288
ENSDARG00000089814	2948	1	119	112
ENSDARG00000107931	5446	4	5	6
ENSDARG00000099264	3039	0	14	26
ENSDARG00000096499	592	0	0	0
ENSDARG00000094066	1143	0	6	0
ENSDARG00000088245	5393	0	0	0
ENSDARG00000106512	2172	0	4	2
ENSDARG00000098607	876	0	2	1
ENSDARG00000096458	664	0	0	0
ENSDARG00000096437	368	0	0	0
ENSDARG00000089304	3270	0	0	0
ENSDARG00000095997	1620	0	0	2
ENSDARG00000106209	94	0	0	0
ENSDARG00000095596	348	0	0	0
ENSDARG00000094484	1522	0	0	4
ENSDARG00000094308	3179	0	8	23
ENSDARG00000095521	1448	0	2	8
ENSDARG00000096186	2121	2	16	45
ENSDARG00000088378	1602	1	0	3
ENSDARG00000086449	2177	2	17	17
ENSDARG00000090366	2808	12	407	631
ENSDARG00000096140	3879	0	8	22
ENSDARG00000096011	799	0	0	0
ENSDARG00000082253	163	0	0	0
ENSDARG00000082229	147	0	0	0
ENSDARG00000076252	1822	0	7	4
ENSDARG00000096188	201	0	0	0
ENSDARG00000096005	192	0	0	0
ENSDARG00000103872	377	0	0	0
ENSDARG00000091013	3686	0	0	0
ENSDARG00000087293	3390	0	0	0
ENSDARG00000090461	3386	0	0	0
ENSDARG00000095989	910	0	0	2
ENSDARG00000086182	2665	4	6	2
ENSDARG00000098177	4718	0	0	2
ENSDARG00000100350	2670	0	61	78
ENSDARG00000098138	966	0	7	2
ENSDARG00000107031	838	0	0	0
ENSDARG00000102649	152	0	0	0
ENSDARG00000100840	143	0	0	0
ENSDARG00000104461	102	0	0	0
ENSDARG00000104198	74	0	0	0
ENSDARG00000105017	2887	18	14	18
ENSDARG00000101418	2435	0	462	785
ENSDARG00000102596	2387	0	2	17
ENSDARG00000103008	1294	12	14	57
ENSDARG00000101948	3565	0	0	2
ENSDARG00000104738	171	0	0	0
ENSDARG00000099330	363	0	0	0
ENSDARG00000105246	1472	0	0	0
ENSDARG00000099432	3846	0	0	0
ENSDARG00000101410	751	0	0	0
ENSDARG00000102904	7672	0	2	2
ENSDARG00000102515	709	0	0	0
ENSDARG00000105063	3637	0	0	0
ENSDARG00000099899	3229	0	0	0
ENSDARG00000108386	947	0	0	0
ENSDARG00000102716	3938	0	0	0
ENSDARG00000090355	1798	0	0	0
ENSDARG00000103282	119	0	0	0
ENSDARG00000102561	1060	0	4	3
ENSDARG00000092784	911	0	0	0
ENSDARG00000103992	3671	0	0	0
ENSDARG00000099785	585	0	0	0
ENSDARG00000098615	493	0	0	0
ENSDARG00000100327	5683	0	4	28
ENSDARG00000099881	119	0	0	0
ENSDARG00000099095	119	0	0	0
ENSDARG00000104323	119	0	0	0
ENSDARG00000104525	119	0	0	0
ENSDARG00000104382	119	0	0	0
ENSDARG00000106016	903	0	0	0
ENSDARG00000106961	473	0	0	0
ENSDARG00000107116	490	0	0	0
ENSDARG00000107384	1589	0	0	0
ENSDARG00000101459	7419	0	0	0
ENSDARG00000095275	4293	0	0	2
ENSDARG00000104328	3586	0	0	0
ENSDARG00000108140	117	0	0	0
ENSDARG00000103708	5626	0	4	2
ENSDARG00000104852	1629	0	1	5
ENSDARG00000099795	2232	0	18	44
ENSDARG00000106156	2365	0	0	0
ENSDARG00000106588	4328	2	126	104
ENSDARG00000099493	2550	0	0	0
ENSDARG00000099585	4013	0	0	0
ENSDARG00000092938	1182	0	22	33
ENSDARG00000105856	440	0	0	0
ENSDARG00000106807	1544	0	14	25
ENSDARG00000100961	4910	0	17	38
ENSDARG00000103348	1583	0	0	1
ENSDARG00000103189	1207	0	2	9
ENSDARG00000098167	3254	0	0	0
ENSDARG00000098677	2826	0	0	0
ENSDARG00000098758	2259	0	2	14
ENSDARG00000104038	1561	0	0	6
ENSDARG00000101463	1076	0	21	30
ENSDARG00000100704	2780	0	23	34
ENSDARG00000101623	3247	0	14	8
ENSDARG00000103115	2767	0	3	5
ENSDARG00000099152	3247	0	0	0
ENSDARG00000100099	2323	0	0	0
ENSDARG00000104407	2640	0	6	12
ENSDARG00000102102	2060	0	0	2
ENSDARG00000098872	381	0	3	10
ENSDARG00000107264	1818	0	26	39
ENSDARG00000108813	1788	0	0	0
ENSDARG00000098452	3540	0	0	2
ENSDARG00000098447	2008	6	40	37
ENSDARG00000103473	2829	4	22	43
ENSDARG00000102648	645	0	0	1
ENSDARG00000104681	2803	0	11	30
ENSDARG00000098335	704	0	0	0
ENSDARG00000101881	1276	4	3	2
ENSDARG00000103159	2494	0	0	4
ENSDARG00000103177	1176	0	3	2
ENSDARG00000102536	1733	0	4	8
ENSDARG00000105019	2466	0	14	6
ENSDARG00000098137	570	0	20	3
ENSDARG00000100959	1593	2	1	4
ENSDARG00000100896	1657	8	24	24
ENSDARG00000100565	2369	0	0	0
ENSDARG00000108051	948	0	0	0
ENSDARG00000106924	1458	0	0	0
ENSDARG00000107875	334	0	0	0
ENSDARG00000091327	958	0	0	0
ENSDARG00000098179	2558	0	0	0
ENSDARG00000098530	5262	0	0	0
ENSDARG00000103405	1598	0	14	25
ENSDARG00000098958	1689	0	8	2
ENSDARG00000102457	1263	0	3	6
ENSDARG00000102475	3762	0	1	0
ENSDARG00000102642	1447	6	12	11
ENSDARG00000103779	3912	0	10	22
ENSDARG00000103710	164	0	0	0
ENSDARG00000099460	149	0	0	0
ENSDARG00000102633	71	0	0	0
ENSDARG00000108383	174	0	0	0
ENSDARG00000101688	2081	0	2	1
ENSDARG00000104704	5304	0	0	0
ENSDARG00000098714	2796	0	0	0
ENSDARG00000104942	2926	0	9	22
ENSDARG00000080486	164	0	0	0
ENSDARG00000100005	149	0	0	0
ENSDARG00000099230	74	0	0	0
ENSDARG00000104570	832	0	0	0
ENSDARG00000098621	514	0	0	0
ENSDARG00000100653	880	2	0	0
ENSDARG00000101760	2661	0	9	12
ENSDARG00000104265	729	0	0	0
ENSDARG00000106916	845	0	0	0
ENSDARG00000109094	1029	0	0	0
ENSDARG00000098987	1346	0	0	0
ENSDARG00000108150	387	0	0	0
ENSDARG00000101223	1485	2	0	0
ENSDARG00000099666	74	0	0	0
ENSDARG00000102149	107	0	0	0
ENSDARG00000103652	107	0	0	0
ENSDARG00000105203	107	0	0	0
ENSDARG00000084572	107	0	0	0
ENSDARG00000100983	74	0	0	0
ENSDARG00000098484	101	0	0	0
ENSDARG00000080314	149	0	0	0
ENSDARG00000080271	164	0	0	0
ENSDARG00000104964	4560	5	47	71
ENSDARG00000102273	1729	0	0	0
ENSDARG00000098357	3490	0	0	0
ENSDARG00000099656	1825	0	0	0
ENSDARG00000099597	3492	0	0	0
ENSDARG00000099872	4082	3	84	103
ENSDARG00000100074	2389	0	12	6
ENSDARG00000103402	57	0	0	0
ENSDARG00000101977	873	0	0	0
ENSDARG00000107095	938	0	0	0
ENSDARG00000099382	2837	0	0	0
ENSDARG00000098127	833	0	0	2
ENSDARG00000107228	3670	0	4	10
ENSDARG00000092304	189	0	0	0
ENSDARG00000095121	1223	0	2	2
ENSDARG00000106104	2328	0	0	0
